Frame,Centre,nose,left eye(inner),left eye,left eye(outer),right eye(inner),right eye,right eye(outer),left ear,right ear,mouth(left),mouth(right),left shoulder,right shoulder,left elbow,right elbow,left wrist,right wrist,left pinky,right pinky,left index,right index,left thumb,right thumb,left hip,right hip,left knee,right knee,left ankle,right ankle,left heel,right heel,left foot index,right foot index
12.0,0.2935285678616277/0.5784788518040268/0.0013217117413188571,0.29860252141952515/0.3696620762348175/-0.13602487742900848,0.2940417528152466/0.3587082028388977/-0.12055374681949615,0.29391956329345703/0.3584655821323395/-0.1205974593758583,0.29388493299484253/0.3582320809364319/-0.12059435993432999,0.2910411059856415/0.35964441299438477/-0.14807754755020142,0.288616806268692/0.36012908816337585/-0.148099884390831,0.2859358787536621/0.360601007938385/-0.14812543988227844,0.28220537304878235/0.3646904230117798/-0.03528926521539688,0.27482688426971436/0.3675518035888672/-0.16046905517578125,0.2976003587245941/0.38277918100357056/-0.10193778574466705,0.2939474582672119/0.3841768503189087/-0.13796603679656982,0.2838522493839264/0.43220090866088867/0.06362923234701157,0.2562517821788788/0.4433165490627289/-0.21173182129859924,0.2963554263114929/0.5183912515640259/0.11143557727336884,0.27631875872612/0.5126703977584839/-0.23249495029449463,0.31361329555511475/0.5592047572135925/0.04231259971857071,0.3070792555809021/0.49353450536727905/-0.18337911367416382,0.3198346495628357/0.5742881894111633/0.027595454826951027,0.3160589337348938/0.49385592341423035/-0.20604746043682098,0.3203286826610565/0.5638402700424194/0.006902722176164389,0.31333667039871216/0.47971776127815247/-0.2086794674396515,0.3171749413013458/0.5582062602043152/0.028782814741134644,0.3084182143211365/0.48035845160484314/-0.18332360684871674,0.29303959012031555/0.6035622358322144/0.09190137684345245,0.2802044749259949/0.6117140650749207/-0.09188291430473328,0.2905598282814026/0.7104554772377014/0.2046438455581665,0.2863606810569763/0.7278442978858948/0.0022607746068388224,0.27764245867729187/0.8035749197006226/0.33635079860687256,0.2715364396572113/0.8287656307220459/0.14090076088905334,0.26742321252822876/0.8217589855194092/0.34566447138786316,0.25749850273132324/0.8511716723442078/0.1512679159641266,0.315489262342453/0.8304002285003662/0.2984265685081482,0.30971142649650574/0.8512359261512756/0.07283765822649002
13.0,0.2936561416696619/0.5794136237215113/0.003665617253217432,0.2985873520374298/0.36953479051589966/-0.14223873615264893,0.29400479793548584/0.3585326373577118/-0.1267671287059784,0.29388684034347534/0.35827165842056274/-0.12680895626544952,0.293859601020813/0.35802122950553894/-0.12680713832378387,0.29098981618881226/0.3595413565635681/-0.15430884063243866,0.2885492742061615/0.3600604236125946/-0.154328852891922,0.2859020233154297/0.3605629503726959/-0.1543501615524292,0.2822660505771637/0.36454668641090393/-0.04120772331953049,0.2747563123703003/0.3675514757633209/-0.1663082242012024,0.29759344458580017/0.38260796666145325/-0.10793702304363251,0.2939395606517792/0.3840485215187073/-0.14394745230674744,0.28356900811195374/0.43176284432411194/0.06035599857568741,0.2563711702823639/0.4434783160686493/-0.2174273282289505,0.2963073253631592/0.5160430073738098/0.11515279859304428,0.2770998775959015/0.5152638554573059/-0.23540052771568298,0.3143532872200012/0.5561536550521851/0.05505942553281784,0.3075062036514282/0.5013824701309204/-0.18245384097099304,0.321036696434021/0.5711161494255066/0.04232963174581528,0.3160649836063385/0.5029610395431519/-0.2040807455778122,0.32149195671081543/0.5634428858757019/0.021108457818627357,0.31308117508888245/0.4893205463886261/-0.20691797137260437,0.3183330297470093/0.5580442547798157/0.04169095307588577,0.3081977963447571/0.48948824405670166/-0.1823137402534485,0.29281631112098694/0.6030884981155396/0.09210044890642166,0.2799485921859741/0.6123524904251099/-0.09209593385457993,0.2905990779399872/0.7095550298690796/0.2049006223678589,0.28628483414649963/0.7279590964317322/0.007253861986100674,0.27759766578674316/0.803120493888855/0.34052056074142456,0.271455317735672/0.8282269835472107/0.1474941521883011,0.26739200949668884/0.8211548924446106/0.3499909043312073,0.25734180212020874/0.8510181307792664/0.15815241634845734,0.3152619004249573/0.8303031921386719/0.3030543923377991,0.3094630837440491/0.8506423234939575/0.08213628828525543
14.0,0.2933800297754782/0.5762775363745513/0.006340993094016556,0.2985776662826538/0.3694898188114166/-0.14388851821422577,0.2938690185546875/0.35850948095321655/-0.12810727953910828,0.29372984170913696/0.35824722051620483/-0.1281498819589615,0.29368045926094055/0.35799872875213623/-0.12815433740615845,0.2909124493598938/0.35954904556274414/-0.15555806457996368,0.28849107027053833/0.3600820302963257/-0.1555771827697754,0.28588443994522095/0.360596239566803/-0.15560251474380493,0.28225260972976685/0.3645547330379486/-0.04213782772421837,0.27476125955581665/0.36756935715675354/-0.16641277074813843,0.2975885272026062/0.3823542296886444/-0.10950438678264618,0.2939336895942688/0.3838805556297302/-0.14529921114444733,0.28339558839797974/0.43151363730430603/0.061293333768844604,0.2567121088504791/0.44353869557380676/-0.21789756417274475,0.2943291962146759/0.5150381326675415/0.12798276543617249,0.2771416902542114/0.5148141980171204/-0.23834100365638733,0.3138431906700134/0.5418369174003601/0.08779221773147583,0.3070250451564789/0.4994124174118042/-0.18719534575939178,0.3205602765083313/0.5533104538917542/0.08047442138195038,0.31545716524124146/0.5005823373794556/-0.20814356207847595,0.3210694193840027/0.5436767339706421/0.06086091324687004,0.3127242922782898/0.4869682490825653/-0.21132835745811462,0.31803378462791443/0.5397783517837524/0.07574479281902313,0.3079264461994171/0.48730239272117615/-0.18704167008399963,0.29245609045028687/0.6028634905815125/0.0918235033750534,0.2796710729598999/0.6122323274612427/-0.09182211011648178,0.2904610335826874/0.7090189456939697/0.20671658217906952,0.2862067222595215/0.7279884219169617/0.001554802292957902,0.27743712067604065/0.8024993538856506/0.3397403359413147,0.27127471566200256/0.8279657363891602/0.13121260702610016,0.2666977643966675/0.8205199837684631/0.3489111363887787,0.2572091519832611/0.8508008718490601/0.14063307642936707,0.31516769528388977/0.8296026587486267/0.30385705828666687,0.3093474805355072/0.8503804802894592/0.06162159517407417
15.0,0.29338005074748286/0.5741290339717159/0.010736977774218691,0.29872962832450867/0.36935970187187195/-0.14383825659751892,0.2938687205314636/0.35846981406211853/-0.12815429270267487,0.2937158942222595/0.35820406675338745/-0.12819409370422363,0.2936720848083496/0.35795512795448303/-0.1282050907611847,0.29101333022117615/0.35953181982040405/-0.15596315264701843,0.28866833448410034/0.3600712716579437/-0.1559819132089615,0.28616732358932495/0.360594779253006/-0.15600831806659698,0.28224024176597595/0.36456015706062317/-0.04380520060658455,0.2753709554672241/0.36755406856536865/-0.16929563879966736,0.29773882031440735/0.3820000886917114/-0.11005689203739166,0.2942449450492859/0.38358405232429504/-0.14621451497077942,0.2832368016242981/0.4314616024494171/0.05954071134328842,0.2574877142906189/0.44385677576065063/-0.2203807383775711,0.29246392846107483/0.5088187456130981/0.13813844323158264,0.2766508162021637/0.5149291157722473/-0.24071833491325378,0.31394514441490173/0.5243122577667236/0.12144448608160019,0.3067830502986908/0.5048562288284302/-0.19075094163417816,0.32082173228263855/0.5328538417816162/0.11805138736963272,0.31533533334732056/0.5074822306632996/-0.2116909921169281,0.3215297758579254/0.5234917402267456/0.09889154136180878,0.3130097985267639/0.49461814761161804/-0.2144368588924408,0.31864631175994873/0.5209891200065613/0.1102379709482193,0.3081262707710266/0.4943619668483734/-0.19041693210601807,0.2924221456050873/0.6030150055885315/0.09053917229175568,0.2805466949939728/0.6116425395011902/-0.090544193983078,0.290439248085022/0.7086460590362549/0.2077288180589676,0.28600162267684937/0.7278449535369873/0.0009125403012149036,0.2772753834724426/0.8023536205291748/0.34071797132492065,0.2709336578845978/0.828133225440979/0.1266663372516632,0.26606976985931396/0.8201512098312378/0.3500102162361145,0.2569526135921478/0.8511579036712646/0.13579581677913666,0.31500378251075745/0.8291963338851929/0.3052366375923157,0.3092551827430725/0.8502532243728638/0.05813584476709366
16.0,0.29210419676921984/0.5921044051647186/-0.004049681808316597,0.29924383759498596/0.36939123272895813/-0.1300593763589859,0.29412394762039185/0.3586309552192688/-0.11541010439395905,0.29390808939933777/0.3583703935146332/-0.11545000970363617,0.2937978506088257/0.35813042521476746/-0.11544571816921234,0.29134100675582886/0.3596838116645813/-0.1442471295595169,0.28903597593307495/0.36020442843437195/-0.14426130056381226,0.28658339381217957/0.3607124984264374/-0.1442991942167282,0.2822522521018982/0.36487382650375366/-0.035575591027736664,0.27591472864151/0.367655485868454/-0.16586507856845856,0.2983250021934509/0.3820226788520813/-0.09770824015140533,0.2947736978530884/0.38359534740448/-0.1353122889995575,0.28374165296554565/0.43386057019233704/0.06031336635351181,0.25744709372520447/0.4441523551940918/-0.21634328365325928,0.2918131947517395/0.5211125016212463/0.11378756910562515,0.2682703733444214/0.531600296497345/-0.23735789954662323,0.3112346827983856/0.5644182562828064/0.0496269091963768,0.30286070704460144/0.5602419972419739/-0.19508162140846252,0.31766951084136963/0.5807065963745117/0.03746922314167023,0.31171363592147827/0.5732349753379822/-0.21678867936134338,0.31860530376434326/0.5741750001907349/0.019225705415010452,0.3124389052391052/0.5631617307662964/-0.21939417719841003,0.31528201699256897/0.5687315464019775/0.037539586424827576,0.30761510133743286/0.558583676815033/-0.1946307271718979,0.29116225242614746/0.6033324003219604/0.08964155614376068,0.27797645330429077/0.6118155121803284/-0.08964431285858154,0.2895963788032532/0.7105789184570312/0.19754621386528015,0.28589311242103577/0.7277911901473999/-0.002311922376975417,0.2765703797340393/0.8038983941078186/0.3186788856983185,0.27090519666671753/0.8290354013442993/0.11954881250858307,0.2646748125553131/0.8234859108924866/0.3272213041782379,0.25670498609542847/0.8545913100242615/0.1275898516178131,0.31440410017967224/0.8301551938056946/0.2815595865249634,0.30972394347190857/0.8506166338920593/0.04698321968317032
17.0,0.2905879727116338/0.5933897859520383/-0.001658030406192497,0.2992270588874817/0.36958223581314087/-0.13120773434638977,0.2941160798072815/0.3586576581001282/-0.11482511460781097,0.29398101568222046/0.3584021329879761/-0.11485715955495834,0.2939814627170563/0.3581646680831909/-0.11484432220458984,0.2912886440753937/0.35969290137290955/-0.14233918488025665,0.28898975253105164/0.3602146506309509/-0.14234581589698792,0.2865055799484253/0.36072778701782227/-0.1423681229352951,0.2826562821865082/0.364894837141037/-0.026769936084747314,0.2756585478782654/0.36766761541366577/-0.15174543857574463,0.29830580949783325/0.3822806775569916/-0.0963100790977478,0.2946455180644989/0.3836905062198639/-0.1323375254869461,0.28854215145111084/0.4405810236930847/0.07183907926082611,0.25650426745414734/0.44421589374542236/-0.19403302669525146,0.292137086391449/0.5231983065605164/0.11804835498332977,0.2591494917869568/0.5331102013587952/-0.2054913341999054,0.3100825548171997/0.5669379830360413/0.04974870756268501,0.2951098084449768/0.5605205297470093/-0.16717465221881866,0.3156978487968445/0.5833556652069092/0.036422085016965866,0.3044177293777466/0.573179304599762/-0.18773946166038513,0.31628647446632385/0.5767017006874084/0.01680663973093033,0.3071640431880951/0.5625198483467102/-0.19091328978538513,0.31307411193847656/0.5711818337440491/0.037280209362506866,0.3023843765258789/0.5581796765327454/-0.16658492386341095,0.292025625705719/0.6045523285865784/0.08774299919605255,0.2761707901954651/0.6118633151054382/-0.08773891627788544,0.2885955274105072/0.7127362489700317/0.18710967898368835,0.2857607901096344/0.7280126214027405/-0.015257621183991432,0.2761693596839905/0.8071199655532837/0.30269497632980347,0.2708820700645447/0.8302703499794006/0.09871219843626022,0.2643239498138428/0.8248518109321594/0.3104640245437622,0.2565752863883972/0.8561446070671082/0.10623802244663239,0.3142094314098358/0.8310202956199646/0.26185184717178345,0.31011927127838135/0.8531548380851746/0.02357829548418522
18.0,0.29015377274265997/0.5982765566419672/-0.0024745585095068373,0.29932138323783875/0.3704284429550171/-0.13514290750026703,0.29429498314857483/0.3592708706855774/-0.12099021673202515,0.29421648383140564/0.3590025007724762/-0.1210285872220993,0.2944026589393616/0.35875242948532104/-0.121024489402771,0.2913193106651306/0.360289990901947/-0.14903350174427032,0.2889825105667114/0.3607805073261261/-0.1490514725446701,0.286509245634079/0.3612653911113739/-0.14908474683761597,0.28309887647628784/0.36533984541893005/-0.03434420004487038,0.2756507992744446/0.36815622448921204/-0.15676036477088928,0.2984621226787567/0.38326898217201233/-0.10261692106723785,0.2946474850177765/0.38454264402389526/-0.13905450701713562,0.29096680879592896/0.4446278214454651/0.06542010605335236,0.2564980685710907/0.4444257616996765/-0.19854992628097534,0.29211971163749695/0.5318908095359802/0.10975493490695953,0.2584519684314728/0.5368150472640991/-0.2115904539823532,0.308962881565094/0.5850144028663635/0.03462601453065872,0.29352375864982605/0.5654865503311157/-0.17423002421855927,0.31432029604911804/0.6035518050193787/0.020389964804053307,0.3026781380176544/0.5782565474510193/-0.19540147483348846,0.31495288014411926/0.5986092686653137/0.0006643057567998767,0.30540579557418823/0.5678651928901672/-0.1987219750881195,0.311450719833374/0.592069685459137/0.021976256743073463,0.30071771144866943/0.5635575652122498/-0.17391647398471832,0.2927978038787842/0.6063057780265808/0.08648879826068878,0.27471640706062317/0.6124401688575745/-0.08651058375835419,0.2879881262779236/0.7132387161254883/0.19098712503910065,0.28568267822265625/0.727918267250061/-0.008513635955750942,0.2760005593299866/0.8093774318695068/0.31460005044937134,0.27081459760665894/0.8308111429214478/0.12343437969684601,0.26429980993270874/0.8256374001502991/0.3233014941215515,0.25653350353240967/0.855969250202179/0.13310053944587708,0.3140527606010437/0.833544909954071/0.2740737795829773,0.31003621220588684/0.8543173670768738/0.049722619354724884
19.0,0.2886918529316231/0.5973527817814438/0.0018930257367039168,0.29950666427612305/0.3707287609577179/-0.1398307979106903,0.29455286264419556/0.35945290327072144/-0.12344348430633545,0.2946745753288269/0.35917574167251587/-0.12345616519451141,0.2949201464653015/0.3589025139808655/-0.12342140823602676,0.2913772165775299/0.36047324538230896/-0.14962005615234375,0.28901392221450806/0.3609565794467926/-0.14966173470020294,0.28650712966918945/0.3614327311515808/-0.14972512423992157,0.2834383249282837/0.3653745651245117/-0.038003839552402496,0.27560630440711975/0.3683439791202545/-0.15911176800727844,0.29889488220214844/0.38371118903160095/-0.10342000424861908,0.2947198748588562/0.3849281370639801/-0.1416272222995758,0.2939264178276062/0.44554856419563293/0.06212154030799866,0.256135493516922/0.44452089071273804/-0.19022773206233978,0.2935548424720764/0.5291677713394165/0.10666991770267487,0.2529416084289551/0.5368210673332214/-0.18220606446266174,0.30851060152053833/0.5787013173103333/0.022601895034313202,0.28583601117134094/0.5674495100975037/-0.13261526823043823,0.3132031559944153/0.5961678624153137/0.005320433992892504,0.29472845792770386/0.5807216763496399/-0.14975449442863464,0.3133212924003601/0.5906817317008972/-0.014139795675873756,0.29772359132766724/0.5704410672187805/-0.15574660897254944,0.3100385367870331/0.5845621228218079/0.009840701706707478,0.2933666408061981/0.5659291744232178/-0.13276198506355286,0.29351502656936646/0.6062236428260803/0.08286546170711517,0.27314049005508423/0.6122313737869263/-0.08289750665426254,0.2880944013595581/0.7127721905708313/0.17968085408210754,0.2855041027069092/0.7256752252578735/-0.004680044017732143,0.2757906913757324/0.8099281191825867/0.30148541927337646,0.2706179916858673/0.8305842876434326/0.13520796597003937,0.26415759325027466/0.8258673548698425/0.30988457798957825,0.25654342770576477/0.8532612323760986/0.1455041766166687,0.31396180391311646/0.8335562944412231/0.25620755553245544,0.3079017996788025/0.8546259999275208/0.06074432656168938
20.0,0.28841113381915623/0.5972999058387898/0.000366939714661351,0.2997814416885376/0.37113600969314575/-0.14696867763996124,0.29475870728492737/0.3597228229045868/-0.1323084831237793,0.29480451345443726/0.3594127893447876/-0.13231851160526276,0.29496628046035767/0.3590979278087616/-0.1322914958000183,0.29162728786468506/0.36078688502311707/-0.15883055329322815,0.2893049418926239/0.3612798750400543/-0.15884855389595032,0.2867867648601532/0.36174580454826355/-0.15888459980487823,0.28343942761421204/0.36546066403388977/-0.0482829324901104,0.27567169070243835/0.3687739074230194/-0.1703338325023651,0.2991446554660797/0.38416311144828796/-0.11183615773916245,0.29496240615844727/0.3854392170906067/-0.1484363079071045,0.2927040755748749/0.4453451931476593/0.04838890954852104,0.2561319172382355/0.44482865929603577/-0.1971171796321869,0.2934834659099579/0.5280434489250183/0.097589410841465,0.2532878816127777/0.5392815470695496/-0.2032594233751297,0.30767446756362915/0.5751929879188538/0.025632496923208237,0.28603386878967285/0.5711085796356201/-0.15522126853466034,0.31193608045578003/0.5920546054840088/0.011253836564719677,0.2948623299598694/0.5844849944114685/-0.17421658337116241,0.31199824810028076/0.5857097506523132/-0.008330932818353176,0.2972603440284729/0.5739727020263672/-0.1787550449371338,0.30901795625686646/0.5799480676651001/0.013338573276996613,0.2929554879665375/0.5693543553352356/-0.1551048308610916,0.29331010580062866/0.6069895625114441/0.08185143768787384,0.2718096375465393/0.6130035519599915/-0.08189495652914047,0.2880098819732666/0.7125998735427856/0.18692436814308167,0.2854275107383728/0.7246667742729187/0.009554505348205566,0.27550187706947327/0.8101873993873596/0.3086385130882263,0.2704281806945801/0.8304850459098816/0.16009490191936493,0.2639451324939728/0.8260155320167542/0.3157920241355896,0.2565193176269531/0.8516219258308411/0.1717158854007721,0.31388533115386963/0.8335238099098206/0.268920361995697,0.30791789293289185/0.8537061810493469/0.08997027575969696
21.0,0.2883862621254391/0.5976265337732103/-0.0010156510268441504,0.2997933626174927/0.37111106514930725/-0.1536208838224411,0.29474082589149475/0.35967788100242615/-0.13871517777442932,0.2947756350040436/0.3593589663505554/-0.13873262703418732,0.29488518834114075/0.3588860332965851/-0.1387186348438263,0.291614294052124/0.3607538044452667/-0.16574698686599731,0.2892466187477112/0.3612476587295532/-0.16575488448143005,0.286782443523407/0.36172544956207275/-0.165781632065773,0.28343337774276733/0.3653636872768402/-0.05302981659770012,0.2755371034145355/0.3687717318534851/-0.1765366941690445,0.29919543862342834/0.3841613531112671/-0.11845680326223373,0.2949683666229248/0.38543689250946045/-0.15454968810081482,0.291795015335083/0.4441850781440735/0.04555685073137283,0.25485295057296753/0.44488227367401123/-0.20102548599243164,0.2935555875301361/0.5265637040138245/0.09888584911823273,0.25390714406967163/0.5415447354316711/-0.21116551756858826,0.30771827697753906/0.5724784135818481/0.03378373011946678,0.28723910450935364/0.5763436555862427/-0.1654895842075348,0.31217652559280396/0.589192271232605/0.021165499463677406,0.29609110951423645/0.5907148122787476/-0.18507646024227142,0.3122914135456085/0.5825936198234558/0.0017161158611997962,0.2983502149581909/0.580072820186615/-0.18965570628643036,0.30930179357528687/0.5769751667976379/0.021702956408262253,0.29404783248901367/0.574964165687561/-0.1654565930366516,0.29169708490371704/0.6071469187736511/0.08165986090898514,0.269680380821228/0.6134490370750427/-0.08170618116855621,0.2878881096839905/0.7125828862190247/0.18795540928840637,0.2853313088417053/0.7241700887680054/0.01010110229253769,0.27513694763183594/0.8102348446846008/0.31304535269737244,0.27037787437438965/0.8301498293876648/0.1588486135005951,0.26375049352645874/0.8261755108833313/0.32157599925994873,0.25652286410331726/0.8505991101264954/0.1701701134443283,0.31385594606399536/0.8334291577339172/0.2723592221736908,0.3079334497451782/0.8526235818862915/0.08982016146183014
22.0,0.288695909358837/0.5973923592655747/-0.008524159200196326,0.29966112971305847/0.3720722496509552/-0.1648065447807312,0.29454249143600464/0.3601892292499542/-0.14771351218223572,0.29466694593429565/0.3598751127719879/-0.14773863554000854,0.29486560821533203/0.3594537079334259/-0.14773276448249817,0.2911226749420166/0.36116689443588257/-0.17360350489616394,0.28847673535346985/0.3615878224372864/-0.1736021339893341,0.28612321615219116/0.3620363473892212/-0.17362669110298157,0.2835405468940735/0.3655861020088196/-0.053926508873701096,0.27454060316085815/0.36930370330810547/-0.1758171021938324,0.2991586923599243/0.3854812979698181/-0.1268586665391922,0.2947351336479187/0.3865762948989868/-0.16091644763946533,0.29148951172828674/0.4442649781703949/0.04728071764111519,0.25375089049339294/0.44491562247276306/-0.20015139877796173,0.29543137550354004/0.5255852937698364/0.10412871837615967,0.25482550263404846/0.542323112487793/-0.20602302253246307,0.3091876804828644/0.5703825354576111/0.036156050860881805,0.2885705232620239/0.5767984390258789/-0.16653111577033997,0.31367459893226624/0.5866659283638/0.0228857584297657,0.2974189221858978/0.5913288593292236/-0.18713077902793884,0.31377124786376953/0.58005690574646/0.003360927104949951,0.2992181181907654/0.5805493593215942/-0.19692380726337433,0.31077125668525696/0.574570894241333/0.024063166230916977,0.2947891354560852/0.5753443837165833/-0.16862046718597412,0.29088956117630005/0.6069580912590027/0.08084006607532501,0.2690459191799164/0.6133152842521667/-0.08088456094264984,0.28774377703666687/0.7124384045600891/0.16697350144386292,0.28511494398117065/0.7232014536857605/-0.0007058947230689228,0.27522575855255127/0.8101683259010315/0.28154420852661133,0.27029919624328613/0.8296400308609009/0.14142397046089172,0.26365917921066284/0.8278789520263672/0.2891320288181305,0.25660428404808044/0.8491955995559692/0.1518552005290985,0.3137650489807129/0.8333443999290466/0.23748371005058289,0.30790701508522034/0.8516471982002258/0.07201599329710007
23.0,0.28898743678022315/0.597042304498178/-0.007034276987219023,0.299653559923172/0.37256374955177307/-0.16286341845989227,0.2945280373096466/0.3605634570121765/-0.14649876952171326,0.2946583926677704/0.36023762822151184/-0.14652277529239655,0.29484930634498596/0.3598359525203705/-0.14651599526405334,0.2911103069782257/0.3614964187145233/-0.17286966741085052,0.28843817114830017/0.36186471581459045/-0.17287057638168335,0.2861211895942688/0.362282931804657/-0.17289145290851593,0.28359824419021606/0.3656938672065735/-0.05487806349992752,0.2745099663734436/0.36938193440437317/-0.17646408081054688,0.2991480231285095/0.3859518766403198/-0.1260274350643158,0.29473185539245605/0.3868979513645172/-0.16061672568321228,0.29116085171699524/0.44447946548461914/0.047402650117874146,0.25375163555145264/0.4449499547481537/-0.2017023116350174,0.29538655281066895/0.5261937975883484/0.1036011204123497,0.2551220953464508/0.5427114963531494/-0.21029913425445557,0.30922871828079224/0.5699688196182251/0.035150833427906036,0.28923630714416504/0.5744605660438538/-0.17034757137298584,0.3137527108192444/0.586111843585968/0.0222154650837183,0.29756924510002136/0.5881630778312683/-0.19077017903327942,0.3140403926372528/0.5793167352676392/0.0027907011099159718,0.2999473512172699/0.5770282745361328/-0.19760477542877197,0.3110012114048004/0.5738551020622253/0.02308894321322441,0.2953120768070221/0.5721191167831421/-0.17136119306087494,0.29002588987350464/0.6075454354286194/0.0812111645936966,0.26909977197647095/0.6139671802520752/-0.08125673234462738,0.287778377532959/0.71232670545578/0.17464350163936615,0.2847265899181366/0.7231809496879578/0.0018306929850950837,0.27546289563179016/0.8103177547454834/0.2926177978515625,0.27005112171173096/0.8295360207557678/0.1450694501399994,0.2644645869731903/0.8281265497207642/0.3007976710796356,0.26152196526527405/0.8504108786582947/0.15583215653896332,0.31430914998054504/0.833416759967804/0.25046414136886597,0.30806964635849/0.8514663577079773/0.07754985243082047
24.0,0.2883671952618493/0.5960150824652778/-0.005173010557579498,0.29807043075561523/0.3741656243801117/-0.1577410101890564,0.294366717338562/0.36121293902397156/-0.14135003089904785,0.29464957118034363/0.3609534502029419/-0.14136803150177002,0.29489293694496155/0.3606666326522827/-0.14135244488716125,0.29066163301467896/0.36185893416404724/-0.16521911323070526,0.2872623801231384/0.3620838224887848/-0.165211021900177,0.2852908968925476/0.3624458909034729/-0.1652337610721588,0.28454703092575073/0.36595234274864197/-0.049247730523347855,0.27277880907058716/0.3693839907646179/-0.16101613640785217,0.2983762323856354/0.387707382440567/-0.12080259621143341,0.29241037368774414/0.3880615234375/-0.15243279933929443,0.29119589924812317/0.44468578696250916/0.05064954236149788,0.25223398208618164/0.444457471370697/-0.18654826283454895,0.29637521505355835/0.5254853963851929/0.11009244620800018,0.2504458725452423/0.5416938662528992/-0.18814392387866974,0.3088773787021637/0.56621253490448/0.039460353553295135,0.2892407178878784/0.5704762935638428/-0.15559899806976318,0.31262272596359253/0.583303689956665/0.02524733543395996,0.2982533574104309/0.5840013027191162/-0.17405563592910767,0.3127821087837219/0.5747013092041016/0.0076581151224672794,0.30004820227622986/0.5721816420555115/-0.17930741608142853,0.31011101603507996/0.5687763690948486/0.028568122535943985,0.2956550419330597/0.5674868822097778/-0.15543551743030548,0.2887318730354309/0.6077289581298828/0.07844860106706619,0.2664153575897217/0.6138571500778198/-0.07849962264299393,0.2876487970352173/0.7122442126274109/0.1559700220823288,0.2841767370700836/0.7230576872825623/0.0012233416782692075,0.2754882574081421/0.8103787302970886/0.26207810640335083,0.27005502581596375/0.8314170241355896/0.14419406652450562,0.26466190814971924/0.8285582661628723/0.26908788084983826,0.2614874541759491/0.8506048917770386/0.1552964299917221,0.31499090790748596/0.8346906900405884/0.2183235138654709,0.3082335591316223/0.8511362075805664/0.072860486805439
25.0,0.2885026611663677/0.594278304665177/-0.018595523097448878,0.29933983087539673/0.37680986523628235/-0.1606067717075348,0.29417234659194946/0.3620952069759369/-0.1432071477174759,0.2949308753013611/0.3620513081550598/-0.14322730898857117,0.29567936062812805/0.36183133721351624/-0.14321143925189972,0.2901785671710968/0.362379252910614/-0.16639547049999237,0.2863096594810486/0.36248978972435/-0.16638755798339844,0.28457751870155334/0.3627946674823761/-0.16640660166740417,0.2867510914802551/0.366996169090271/-0.04879969358444214,0.27159443497657776/0.36961883306503296/-0.15610948204994202,0.29779016971588135/0.3896917998790741/-0.122494637966156,0.2910141348838806/0.38948217034339905/-0.15299957990646362,0.292483925819397/0.44436606764793396/0.05408710986375809,0.25190597772598267/0.4439128637313843/-0.1800747662782669,0.2989298701286316/0.5211542844772339/0.11415944248437881,0.2506406605243683/0.5384069085121155/-0.18746715784072876,0.3090515732765198/0.5600244998931885/0.04004301875829697,0.28847551345825195/0.5683925151824951/-0.1664741039276123,0.31268900632858276/0.5776512026786804/0.026479775086045265,0.29755154252052307/0.5814065933227539/-0.1885247528553009,0.3128036856651306/0.5687159895896912/0.008276361972093582,0.30020782351493835/0.5697227716445923/-0.1953093558549881,0.31017395853996277/0.5625284314155579/0.028932565823197365,0.29582464694976807/0.5651094317436218/-0.16750392317771912,0.2888280749320984/0.6050792932510376/0.07694823294878006,0.26694002747535706/0.6095939874649048/-0.07699233293533325,0.28743794560432434/0.7069942951202393/0.1322765201330185,0.28393441438674927/0.718450129032135/-0.020547421649098396,0.27523916959762573/0.8107426762580872/0.22572486102581024,0.2706027925014496/0.8322510123252869/0.09012450277805328,0.26368826627731323/0.8294180035591125/0.23116326332092285,0.26260074973106384/0.8515294194221497/0.09703761339187622,0.31488972902297974/0.8364331126213074/0.17952536046504974,0.30818283557891846/0.8510318994522095/0.017046228051185608
