0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
"[0.8932023644447327, 0.2349167913198471, -0.02399124763906002]","[0.8897906541824341, 0.2264174520969391, -0.01376626268029213]","[0.8884068727493286, 0.22590535879135132, -0.013793758116662502]","[0.887626588344574, 0.22549709677696228, -0.013858618214726448]","[0.8913847804069519, 0.22136534750461578, -0.041027817875146866]","[0.8900234699249268, 0.2216954380273819, -0.04101092368364334]","[0.8897121548652649, 0.2219548374414444, -0.041136834770441055]","[0.8745995759963989, 0.22869141399860382, 0.020363274961709976]","[0.880180835723877, 0.22766408324241638, -0.09667696058750153]","[0.882843554019928, 0.23872099816799164, -0.002420712262392044]","[0.8844879865646362, 0.23922182619571686, -0.03850854933261871]","[0.8473216891288757, 0.27478519082069397, 0.08973966538906097]","[0.8692198395729065, 0.2843427360057831, -0.15160204470157623]","[0.8602770566940308, 0.35385897755622864, 0.22905096411705017]","[0.867953896522522, 0.3842144310474396, -0.21411040425300598]","[0.9021978378295898, 0.33052170276641846, 0.318930447101593]","[0.9179139137268066, 0.38856756687164307, -0.24857647716999054]","[0.9122031331062317, 0.32725486159324646, 0.33944833278656006]","[0.9319043159484863, 0.38814032077789307, -0.27814075350761414]","[0.9129591584205627, 0.323638379573822, 0.3188343346118927]","[0.9311267137527466, 0.3776482343673706, -0.26982763409614563]","[0.9089152216911316, 0.32338353991508484, 0.3137657046318054]","[0.9260397553443909, 0.3770608901977539, -0.24614794552326202]","[0.8556292057037354, 0.43524351716041565, 0.07923278212547302]","[0.8752132654190063, 0.4473346471786499, -0.07928802073001862]","[0.8525246977806091, 0.5433870553970337, 0.2257622927427292]","[0.8565965890884399, 0.5528280138969421, 0.07046230882406235]","[0.8204885721206665, 0.6359915137290955, 0.3925173580646515]","[0.8441240787506104, 0.6698812246322632, 0.2304840385913849]","[0.8090331554412842, 0.6562212705612183, 0.4093093276023865]","[0.8367567658424377, 0.6915810108184814, 0.24809840321540833]","[0.8388204574584961, 0.647835910320282, 0.39405354857444763]","[0.8761484622955322, 0.6813685894012451, 0.21964266896247864]"
"[0.892841637134552, 0.23529969155788422, -0.027981285005807877]","[0.8889630436897278, 0.22659555077552795, -0.020553767681121826]","[0.887443482875824, 0.22609452903270721, -0.020579511299729347]","[0.8861512541770935, 0.22565947473049164, -0.020646575838327408]","[0.8909137845039368, 0.22560907900333405, -0.04619157314300537]","[0.8896529674530029, 0.22191771864891052, -0.04617655277252197]","[0.8893506526947021, 0.22213731706142426, -0.04628876969218254]","[0.8744584918022156, 0.2289137989282608, 0.013195032253861427]","[0.8801822662353516, 0.22748781740665436, -0.09886298328638077]","[0.8827913403511047, 0.23862168192863464, -0.0088386544957757]","[0.8875672817230225, 0.24395494163036346, -0.04274291917681694]","[0.8500252366065979, 0.2746345102787018, 0.08131064474582672]","[0.8692565560340881, 0.2843681275844574, -0.15267398953437805]","[0.8603518605232239, 0.34948626160621643, 0.22396571934223175]","[0.8680538535118103, 0.38429826498031616, -0.21345292031764984]","[0.9023037552833557, 0.3279033899307251, 0.3174073398113251]","[0.9177924394607544, 0.38852977752685547, -0.2558588981628418]","[0.9122279286384583, 0.31912022829055786, 0.33706170320510864]","[0.9320236444473267, 0.387960821390152, -0.28586673736572266]","[0.9124340415000916, 0.31570878624916077, 0.31609874963760376]","[0.9311456680297852, 0.3773394227027893, -0.27828752994537354]","[0.9090340733528137, 0.32054761052131653, 0.31163766980171204]","[0.9261419773101807, 0.37681958079338074, -0.25369739532470703]","[0.8554719090461731, 0.4351402819156647, 0.07849866896867752]","[0.8751540780067444, 0.4471438527107239, -0.07857194542884827]","[0.8519849181175232, 0.5439339876174927, 0.22340179979801178]","[0.8562485575675964, 0.5537187457084656, 0.07107629626989365]","[0.821033239364624, 0.6354820132255554, 0.38457557559013367]","[0.8441188335418701, 0.6700044274330139, 0.2282729148864746]","[0.8060439825057983, 0.6524397134780884, 0.40082719922065735]","[0.8366607427597046, 0.6918869018554688, 0.2455083280801773]","[0.8343018889427185, 0.6441743969917297, 0.388216495513916]","[0.8763919472694397, 0.6816843748092651, 0.21713203191757202]"
"[0.8994265794754028, 0.23929253220558167, -0.03753717243671417]","[0.8945338726043701, 0.22612915933132172, -0.03138016164302826]","[0.8938518166542053, 0.22544227540493011, -0.03140128403902054]","[0.8933018445968628, 0.22483514249324799, -0.03146625682711601]","[0.8947045207023621, 0.2261207401752472, -0.05710158869624138]","[0.8939070105552673, 0.2243727743625641, -0.057087838649749756]","[0.8933792114257812, 0.22426433861255646, -0.05716784670948982]","[0.8815145492553711, 0.22949321568012238, 0.008828520774841309]","[0.8855012059211731, 0.22817255556583405, -0.11014008522033691]","[0.8864702582359314, 0.2401861697435379, -0.018788350746035576]","[0.8882415890693665, 0.2438153475522995, -0.05270576477050781]","[0.85138338804245, 0.27244335412979126, 0.0769977867603302]","[0.8702460527420044, 0.28509458899497986, -0.1533118188381195]","[0.8594053387641907, 0.34335795044898987, 0.23017127811908722]","[0.8667717576026917, 0.38450905680656433, -0.21621282398700714]","[0.9027068018913269, 0.32684653997421265, 0.33481520414352417]","[0.9177607893943787, 0.38846951723098755, -0.25875917077064514]","[0.9126450419425964, 0.31710368394851685, 0.35540667176246643]","[0.932378351688385, 0.388078898191452, -0.28875893354415894]","[0.9127817153930664, 0.315731018781662, 0.3330589234828949]","[0.9316306114196777, 0.37780246138572693, -0.2813662886619568]","[0.9096273183822632, 0.3199508786201477, 0.32872724533081055]","[0.9266244173049927, 0.37700843811035156, -0.25633561611175537]","[0.855129063129425, 0.43492797017097473, 0.07855769991874695]","[0.875083863735199, 0.4473571181297302, -0.07862962037324905]","[0.8497051000595093, 0.544293224811554, 0.22399581968784332]","[0.8558938503265381, 0.5544576644897461, 0.07032719254493713]","[0.8161004185676575, 0.629768967628479, 0.3896360993385315]","[0.8440861701965332, 0.670442521572113, 0.22871090471744537]","[0.8039599061012268, 0.6486479043960571, 0.40612444281578064]","[0.8365964293479919, 0.6923773288726807, 0.24610505998134613]","[0.8322495818138123, 0.6419304609298706, 0.3924647271633148]","[0.8763948082923889, 0.6819199323654175, 0.2176567167043686]"
"[0.8949307799339294, 0.23527376353740692, -0.023147571831941605]","[0.8929659724235535, 0.22459226846694946, -0.015224467031657696]","[0.8932963609695435, 0.22393253445625305, -0.015246925875544548]","[0.8911373019218445, 0.22302180528640747, -0.015316509641706944]","[0.894481360912323, 0.22545062005519867, -0.04145241156220436]","[0.8937669396400452, 0.22418349981307983, -0.04143194481730461]","[0.8928184509277344, 0.22410792112350464, -0.041541289538145065]","[0.8782220482826233, 0.22942981123924255, 0.019902510568499565]","[0.8849105834960938, 0.22812442481517792, -0.09676307439804077]","[0.8862204551696777, 0.2400013655424118, -0.004445577505975962]","[0.885796844959259, 0.24312323331832886, -0.03895672783255577]","[0.8502160906791687, 0.2738551199436188, 0.08772633969783783]","[0.8702760934829712, 0.2851133942604065, -0.15056827664375305]","[0.8587703108787537, 0.3451719582080841, 0.2285139113664627]","[0.8659943342208862, 0.3845752477645874, -0.2163342386484146]","[0.9032003879547119, 0.32579800486564636, 0.3288348615169525]","[0.9177058935165405, 0.3887099325656891, -0.26567912101745605]","[0.9129778742790222, 0.3178064227104187, 0.34681060910224915]","[0.9323139786720276, 0.38804033398628235, -0.29606667160987854]","[0.9128596186637878, 0.3157486319541931, 0.3228816092014313]","[0.931488037109375, 0.3776381313800812, -0.28788918256759644]","[0.9098532199859619, 0.31926780939102173, 0.3209608495235443]","[0.926577091217041, 0.3769650161266327, -0.2634172737598419]","[0.8549711108207703, 0.43487709760665894, 0.07868752628564835]","[0.8750313520431519, 0.44701671600341797, -0.07876849174499512]","[0.8498231768608093, 0.5442138910293579, 0.22385439276695251]","[0.855679988861084, 0.5544072985649109, 0.06215817481279373]","[0.817542552947998, 0.6304360628128052, 0.3822522759437561]","[0.8440375328063965, 0.6703489422798157, 0.21331951022148132]","[0.8049821853637695, 0.6488029956817627, 0.39760076999664307]","[0.8365448713302612, 0.6923942565917969, 0.22972865402698517]","[0.8336453437805176, 0.6429275870323181, 0.38175275921821594]","[0.8763891458511353, 0.6819077730178833, 0.1964775025844574]"
"[0.8934385776519775, 0.23590102791786194, -0.009717462584376335]","[0.8924521803855896, 0.22528572380542755, -0.0026825943496078253]","[0.8923631906509399, 0.22467933595180511, -0.002708431798964739]","[0.8895965218544006, 0.22381524741649628, -0.002777828136458993]","[0.894365668296814, 0.22630347311496735, -0.028593437746167183]","[0.8936553597450256, 0.22557586431503296, -0.02857295237481594]","[0.8923926949501038, 0.22530584037303925, -0.028679197654128075]","[0.8750168681144714, 0.23019914329051971, 0.029778126627206802]","[0.8799893260002136, 0.22870780527591705, -0.08614751696586609]","[0.8847855925559998, 0.24122126400470734, 0.007324827369302511]","[0.8847651481628418, 0.24317339062690735, -0.02673819661140442]","[0.8495197892189026, 0.27570822834968567, 0.09533209353685379]","[0.8692975640296936, 0.2850154936313629, -0.14417733252048492]","[0.8586796522140503, 0.3454242944717407, 0.23172354698181152]","[0.8652986288070679, 0.384539932012558, -0.21174263954162598]","[0.9042103290557861, 0.3253523111343384, 0.3259032964706421]","[0.9176111817359924, 0.3885329067707062, -0.2588413655757904]","[0.9135287404060364, 0.3183196187019348, 0.3447297215461731]","[0.9321264028549194, 0.3877759277820587, -0.28839561343193054]","[0.9132338166236877, 0.3157649338245392, 0.3217677175998688]","[0.9311683773994446, 0.3776285946369171, -0.28059571981430054]","[0.9102731943130493, 0.31908056139945984, 0.3189466595649719]","[0.9263023734092712, 0.3769175410270691, -0.25680747628211975]","[0.8547725677490234, 0.43490108847618103, 0.07879811525344849]","[0.8748582601547241, 0.4467274844646454, -0.07889877259731293]","[0.8498475551605225, 0.5441941022872925, 0.21854430437088013]","[0.8555669784545898, 0.5543100237846375, 0.05446393042802811]","[0.8298763036727905, 0.6428139805793762, 0.36523911356925964]","[0.843920886516571, 0.6702709197998047, 0.19625015556812286]","[0.8055952191352844, 0.6492396593093872, 0.37945231795310974]","[0.8364282846450806, 0.6923571825027466, 0.21169434487819672]","[0.8344109654426575, 0.6434322595596313, 0.36401402950286865]","[0.8764051795005798, 0.681966245174408, 0.17802448570728302]"
"[0.8912965059280396, 0.23699423670768738, 0.004252490121871233]","[0.8909143209457397, 0.227252796292305, 0.01101940218359232]","[0.8917739987373352, 0.22679223120212555, 0.010993347503244877]","[0.8890020847320557, 0.22604873776435852, 0.010924389585852623]","[0.8895683884620667, 0.22774553298950195, -0.014320331625640392]","[0.8888718485832214, 0.22746533155441284, -0.014300873503088951]","[0.8874852061271667, 0.22718459367752075, -0.014413172379136086]","[0.8726264834403992, 0.23212775588035583, 0.042894650250673294]","[0.8773091435432434, 0.2312428057193756, -0.07113159447908401]","[0.8831390142440796, 0.24415762722492218, 0.020446190610527992]","[0.8823299407958984, 0.24502809345722198, -0.01281019113957882]","[0.8489436507225037, 0.2783025801181793, 0.10666898638010025]","[0.8685396313667297, 0.28502157330513, -0.133057102560997]","[0.8586022257804871, 0.34876567125320435, 0.23108743131160736]","[0.8654723763465881, 0.38436219096183777, -0.20245419442653656]","[0.9036706686019897, 0.3257216513156891, 0.30708590149879456]","[0.9175141453742981, 0.3885723948478699, -0.2530878484249115]","[0.912599503993988, 0.3192983567714691, 0.32417625188827515]","[0.9319902062416077, 0.38777634501457214, -0.2813754975795746]","[0.9128296375274658, 0.316097229719162, 0.30240598320961]","[0.9309627413749695, 0.3778194487094879, -0.2708858847618103]","[0.9100608825683594, 0.31908464431762695, 0.2997948229312897]","[0.926160991191864, 0.3771468997001648, -0.24968022108078003]","[0.854764997959137, 0.4350762367248535, 0.07881047576665878]","[0.8745929002761841, 0.4463500678539276, -0.0789109468460083]","[0.8498758673667908, 0.544162929058075, 0.21148069202899933]","[0.8554857969284058, 0.5541025996208191, 0.04505874216556549]","[0.8328922986984253, 0.6418883204460144, 0.34780624508857727]","[0.8437645435333252, 0.6702287197113037, 0.17368821799755096]","[0.8059540390968323, 0.6492893099784851, 0.36109793186187744]","[0.8363414406776428, 0.6923224925994873, 0.18776287138462067]","[0.834356963634491, 0.6438565850257874, 0.3462657034397125]","[0.8764376640319824, 0.6820699572563171, 0.15274973213672638]"
"[0.8927425146102905, 0.2405305653810501, -0.001889736857265234]","[0.89495450258255, 0.23175325989723206, 0.0036879079416394234]","[0.8950529098510742, 0.231028750538826, 0.003659479785710573]","[0.892143726348877, 0.2296253889799118, 0.003587900660932064]","[0.893653929233551, 0.2330470085144043, -0.021618817001581192]","[0.892776370048523, 0.23268795013427734, -0.021602600812911987]","[0.8915850520133972, 0.23219288885593414, -0.02170560508966446]","[0.8807886242866516, 0.23250502347946167, 0.036441825330257416]","[0.8824264407157898, 0.23415888845920563, -0.08032631129026413]","[0.8846577405929565, 0.24726252257823944, 0.013770232908427715]","[0.8831982016563416, 0.24773181974887848, -0.01951741613447666]","[0.8499819040298462, 0.27894723415374756, 0.10506563633680344]","[0.8683034777641296, 0.28527694940567017, -0.13797007501125336]","[0.859157919883728, 0.3513398766517639, 0.23642851412296295]","[0.8646495342254639, 0.38409438729286194, -0.19421055912971497]","[0.903316855430603, 0.3342389762401581, 0.3141617178916931]","[0.9170638918876648, 0.3883572220802307, -0.22280795872211456]","[0.9123083353042603, 0.32947641611099243, 0.3315974771976471]","[0.9319112300872803, 0.38730961084365845, -0.24862274527549744]","[0.9124610424041748, 0.32308170199394226, 0.3109147846698761]","[0.9309303760528564, 0.37741121649742126, -0.24049052596092224]","[0.9096419811248779, 0.3251265585422516, 0.30729371309280396]","[0.9260622262954712, 0.37698549032211304, -0.21959762275218964]","[0.8559188842773438, 0.43526938557624817, 0.07891567051410675]","[0.8743700981140137, 0.4462982416152954, -0.07900355756282806]","[0.8499407768249512, 0.5441141724586487, 0.20893888175487518]","[0.8552608489990234, 0.5541183352470398, 0.04773882403969765]","[0.8343804478645325, 0.6456412672996521, 0.3472979664802551]","[0.843755304813385, 0.6705490946769714, 0.18157289922237396]","[0.8061949014663696, 0.6494508981704712, 0.3606436252593994]","[0.8363010883331299, 0.6927777528762817, 0.19598080217838287]","[0.8366677761077881, 0.6439246535301208, 0.3457670509815216]","[0.8764728307723999, 0.6822108626365662, 0.16227877140045166]"
"[0.8967977166175842, 0.24447573721408844, -0.0033992836251854897]","[0.8965689539909363, 0.23221801221370697, 0.0004972498281858861]","[0.8964470028877258, 0.23147283494472504, 0.0004663307627197355]","[0.8953143954277039, 0.2301580309867859, 0.0003901567542925477]","[0.8951619863510132, 0.23281097412109375, -0.024515286087989807]","[0.894225537776947, 0.232500821352005, -0.024496611207723618]","[0.893122136592865, 0.23194296658039093, -0.024593865498900414]","[0.882268488407135, 0.2343507707118988, 0.03268962353467941]","[0.8844411373138428, 0.23559312522411346, -0.08315964788198471]","[0.8856599926948547, 0.2478383332490921, 0.010638934560120106]","[0.8853748440742493, 0.24838615953922272, -0.02227848395705223]","[0.8501499891281128, 0.2787548005580902, 0.10371532291173935]","[0.8684707283973694, 0.28566819429397583, -0.140127494931221]","[0.8609060049057007, 0.3547864556312561, 0.23493793606758118]","[0.8647890686988831, 0.384073406457901, -0.19224828481674194]","[0.9022948741912842, 0.33978185057640076, 0.314175546169281]","[0.9166813492774963, 0.38792383670806885, -0.2214297205209732]","[0.9121777415275574, 0.3350468575954437, 0.3316563069820404]","[0.9318656325340271, 0.38672032952308655, -0.2480243742465973]","[0.9116929769515991, 0.3277197480201721, 0.31145763397216797]","[0.9307709336280823, 0.3765355348587036, -0.23961380124092102]","[0.9088460206985474, 0.3288706839084625, 0.30740833282470703]","[0.9259524941444397, 0.37618353962898254, -0.21829119324684143]","[0.8569838404655457, 0.4353134334087372, 0.07899129390716553]","[0.8742560744285583, 0.44637539982795715, -0.079064279794693]","[0.8498855233192444, 0.5441145300865173, 0.21064899861812592]","[0.8549706339836121, 0.55439692735672, 0.04759591817855835]","[0.8339525461196899, 0.6435075998306274, 0.3533540666103363]","[0.8437153100967407, 0.6707204580307007, 0.18089699745178223]","[0.8048974871635437, 0.6490162014961243, 0.36716392636299133]","[0.8362536430358887, 0.6932098865509033, 0.19509395956993103]","[0.8333016633987427, 0.643894374370575, 0.353680282831192]","[0.8764996528625488, 0.6823642253875732, 0.16103164851665497]"
"[0.8964820504188538, 0.24356482923030853, -0.035584256052970886]","[0.8953595161437988, 0.23134256899356842, -0.02919963002204895]","[0.8950746059417725, 0.23061007261276245, -0.02923201024532318]","[0.8940654993057251, 0.22940759360790253, -0.029300672933459282]","[0.8959705829620361, 0.2319621592760086, -0.055222734808921814]","[0.8950156569480896, 0.23162488639354706, -0.0552227683365345]","[0.8926655054092407, 0.2311471551656723, -0.0553397610783577]","[0.8809247612953186, 0.23391595482826233, 0.008387204259634018]","[0.8843472003936768, 0.23503941297531128, -0.1094335988163948]","[0.8857810497283936, 0.24733519554138184, -0.017402853816747665]","[0.8853716850280762, 0.2479207068681717, -0.051452890038490295]","[0.8530633449554443, 0.2785370945930481, 0.0851285308599472]","[0.8682214021682739, 0.28561311960220337, -0.16028472781181335]","[0.8604388236999512, 0.35687413811683655, 0.22263477742671967]","[0.8640613555908203, 0.38421329855918884, -0.21036867797374725]","[0.901309609413147, 0.34136804938316345, 0.3070186376571655]","[0.9163064956665039, 0.3876531422138214, -0.24566997587680817]","[0.911836564540863, 0.3361254632472992, 0.3239862620830536]","[0.9318397641181946, 0.38656264543533325, -0.2762581408023834]","[0.9115521907806396, 0.3287712633609772, 0.30356481671333313]","[0.9305853843688965, 0.376020222902298, -0.269025057554245]","[0.9087730050086975, 0.3300343155860901, 0.30046170949935913]","[0.9256994128227234, 0.37566742300987244, -0.2434680163860321]","[0.856942892074585, 0.43534034490585327, 0.07933288812637329]","[0.8738431930541992, 0.44645941257476807, -0.07938139885663986]","[0.8487160205841064, 0.5440943241119385, 0.22925588488578796]","[0.8545018434524536, 0.5550722479820251, 0.0493212528526783]","[0.8139344453811646, 0.6284366846084595, 0.3934958875179291]","[0.8437057733535767, 0.6709164381027222, 0.20136839151382446]","[0.7998586893081665, 0.6439184546470642, 0.4095907509326935]","[0.8362078666687012, 0.6939677596092224, 0.21670624613761902]","[0.8276975750923157, 0.6385802030563354, 0.3978229761123657]","[0.8766904473304749, 0.6824657917022705, 0.1710456758737564]"
"[0.9005115628242493, 0.24307392537593842, -0.05036346614360809]","[0.8993677496910095, 0.23133420944213867, -0.043925732374191284]","[0.8989891409873962, 0.2304808497428894, -0.04395666718482971]","[0.8982536792755127, 0.229209765791893, -0.04402327165007591]","[0.8987262845039368, 0.23183941841125488, -0.06913749128580093]","[0.8977334499359131, 0.23149842023849487, -0.06914028525352478]","[0.8961683511734009, 0.23094667494297028, -0.06923577189445496]","[0.8871436715126038, 0.23266035318374634, -0.005746784619987011]","[0.8865451812744141, 0.23447872698307037, -0.11934459209442139]","[0.8887935876846313, 0.2475099116563797, -0.03162454813718796]","[0.8882129788398743, 0.24816922843456268, -0.06452582776546478]","[0.8577505946159363, 0.27849096059799194, 0.06978661566972733]","[0.868274986743927, 0.28563767671585083, -0.16404412686824799]","[0.8610981702804565, 0.35815051198005676, 0.2135186493396759]","[0.8642566800117493, 0.3842104971408844, -0.21010810136795044]","[0.9007306098937988, 0.34972038865089417, 0.3063009977340698]","[0.9162532687187195, 0.38749009370803833, -0.23342682421207428]","[0.9109174013137817, 0.3489872217178345, 0.32398203015327454]","[0.9318019151687622, 0.3866136372089386, -0.26299771666526794]","[0.9112281799316406, 0.33748409152030945, 0.3032834529876709]","[0.9304684400558472, 0.3760330080986023, -0.25664499402046204]","[0.9086169004440308, 0.33802223205566406, 0.3000112473964691]","[0.9256089329719543, 0.3755722939968109, -0.2312452495098114]","[0.8575737476348877, 0.4355120360851288, 0.0784849002957344]","[0.8738828301429749, 0.44649285078048706, -0.0784837156534195]","[0.8488089442253113, 0.544345498085022, 0.2280421108007431]","[0.8543345928192139, 0.555374026298523, 0.05073252692818642]","[0.8077641129493713, 0.621137797832489, 0.3875291049480438]","[0.8438460826873779, 0.6709413528442383, 0.205940842628479]","[0.7957202196121216, 0.6388055086135864, 0.40303346514701843]","[0.8364094495773315, 0.6939306259155273, 0.22116723656654358]","[0.8226189613342285, 0.6346277594566345, 0.39075857400894165]","[0.8767740726470947, 0.6825687885284424, 0.17670604586601257]"
"[0.9004486799240112, 0.2431342452764511, -0.044408153742551804]","[0.8978697061538696, 0.23094679415225983, -0.04221136495471001]","[0.8973405361175537, 0.23016326129436493, -0.04221639409661293]","[0.8964266777038574, 0.22903108596801758, -0.042276907712221146]","[0.8986479043960571, 0.23144711554050446, -0.06510411947965622]","[0.8976622223854065, 0.23111939430236816, -0.06509491801261902]","[0.8958723545074463, 0.23062588274478912, -0.06516582518815994]","[0.885099470615387, 0.23252961039543152, 0.002644026419147849]","[0.8860867619514465, 0.2341947853565216, -0.11800255626440048]","[0.8886892199516296, 0.24754580855369568, -0.029104430228471756]","[0.8874763250350952, 0.24809479713439941, -0.059590503573417664]","[0.8560512065887451, 0.2786739766597748, 0.07843440771102905]","[0.8673309087753296, 0.2857663929462433, -0.16283980011940002]","[0.8608077764511108, 0.3612286150455475, 0.2156580239534378]","[0.8640545606613159, 0.3842778205871582, -0.20995621383190155]","[0.8992164134979248, 0.3520950973033905, 0.2990237772464752]","[0.9149096608161926, 0.38737547397613525, -0.24236531555652618]","[0.9105531573295593, 0.344153493642807, 0.31576889753341675]","[0.9304726123809814, 0.3866114020347595, -0.2724715769290924]","[0.9101001024246216, 0.339724063873291, 0.2951774597167969]","[0.9291136264801025, 0.37579527497291565, -0.2645486295223236]","[0.9074855446815491, 0.3405170142650604, 0.2924353778362274]","[0.9239116907119751, 0.3753466308116913, -0.2399939000606537]","[0.8574892282485962, 0.435615599155426, 0.07892530411481857]","[0.8736270070075989, 0.446512371301651, -0.0789201483130455]","[0.8488145470619202, 0.5441858172416687, 0.22753918170928955]","[0.8540454506874084, 0.555404007434845, 0.0519571453332901]","[0.819720983505249, 0.6256943345069885, 0.38433218002319336]","[0.8438495993614197, 0.6711068749427795, 0.19860394299030304]","[0.7973679304122925, 0.6394241452217102, 0.39962077140808105]","[0.8363972306251526, 0.6939980387687683, 0.21350085735321045]","[0.8249897360801697, 0.635113000869751, 0.38746702671051025]","[0.8767732381820679, 0.682568371295929, 0.1753043234348297]"
"[0.8993288278579712, 0.24501986801624298, -0.039091769605875015]","[0.8981654644012451, 0.23121002316474915, -0.033615194261074066]","[0.8977651000022888, 0.23042164742946625, -0.033643532544374466]","[0.8957334160804749, 0.22915731370449066, -0.03371373936533928]","[0.898127019405365, 0.231612890958786, -0.059273071587085724]","[0.8971779942512512, 0.23131750524044037, -0.059267718344926834]","[0.8957529664039612, 0.23083224892616272, -0.05936014652252197]","[0.8850086331367493, 0.2324322909116745, 0.005328253842890263]","[0.8855907320976257, 0.23396095633506775, -0.11511605232954025]","[0.8882991075515747, 0.24816258251667023, -0.02164960838854313]","[0.8871116042137146, 0.24861712753772736, -0.05533239245414734]","[0.8545193672180176, 0.2784927487373352, 0.07924047857522964]","[0.8668866753578186, 0.28596216440200806, -0.16386376321315765]","[0.8608195185661316, 0.36152949929237366, 0.21665070950984955]","[0.8640661835670471, 0.38477781414985657, -0.21208690106868744]","[0.898025631904602, 0.3533490300178528, 0.30062031745910645]","[0.9140584468841553, 0.3873547315597534, -0.24377720057964325]","[0.909186065196991, 0.3522721827030182, 0.31807854771614075]","[0.9292382597923279, 0.3867754638195038, -0.27396461367607117]","[0.9092569351196289, 0.34139230847358704, 0.2974044680595398]","[0.9280349016189575, 0.3758449852466583, -0.2665046155452728]","[0.9067836403846741, 0.34204307198524475, 0.2941001355648041]","[0.9227556586265564, 0.37541231513023376, -0.24150674045085907]","[0.8574140071868896, 0.4356779456138611, 0.07984455674886703]","[0.873145580291748, 0.44664302468299866, -0.07982141524553299]","[0.8488600850105286, 0.5442222356796265, 0.22775156795978546]","[0.8538535237312317, 0.5559098124504089, 0.05234339088201523]","[0.8253977298736572, 0.6309386491775513, 0.3850351572036743]","[0.8438500761985779, 0.6714478731155396, 0.20101258158683777]","[0.7984444499015808, 0.6403833031654358, 0.400437593460083]","[0.836378276348114, 0.694719135761261, 0.21578004956245422]","[0.8264814019203186, 0.6361218094825745, 0.3884676694869995]","[0.8768714070320129, 0.6825705170631409, 0.17736424505710602]"
"[0.8987036347389221, 0.24480648338794708, -0.04349985718727112]","[0.8982092142105103, 0.2310684770345688, -0.035828277468681335]","[0.8977335691452026, 0.2302902489900589, -0.035866279155015945]","[0.8964298367500305, 0.22909188270568848, -0.03593326359987259]","[0.897951602935791, 0.2314426302909851, -0.06280241906642914]","[0.8970341682434082, 0.2311423122882843, -0.06279297173023224]","[0.8958114385604858, 0.23066197335720062, -0.06287266314029694]","[0.8856863379478455, 0.23224686086177826, 0.005813197232782841]","[0.8853051066398621, 0.23389087617397308, -0.11581598222255707]","[0.8889321684837341, 0.2484583705663681, -0.02358546294271946]","[0.8880064487457275, 0.24890874326229095, -0.05866251885890961]","[0.854003369808197, 0.27841344475746155, 0.08111745864152908]","[0.8663917183876038, 0.28626930713653564, -0.16284145414829254]","[0.8631181120872498, 0.36089324951171875, 0.21937720477581024]","[0.8635923862457275, 0.38516560196876526, -0.18996661901474]","[0.8996641635894775, 0.35582324862480164, 0.29866763949394226]","[0.9137917160987854, 0.38740020990371704, -0.18532833456993103]","[0.9091066122055054, 0.3544577360153198, 0.3137303590774536]","[0.9286596179008484, 0.38679012656211853, -0.21212148666381836]","[0.9095365405082703, 0.3429400622844696, 0.2926827669143677]","[0.9274475574493408, 0.375921368598938, -0.2074354737997055]","[0.9066510796546936, 0.3438199758529663, 0.2916606664657593]","[0.9223741292953491, 0.375545859336853, -0.1831098049879074]","[0.8573411703109741, 0.435761421918869, 0.08008066564798355]","[0.8725736141204834, 0.4471406936645508, -0.08004817366600037]","[0.8491012454032898, 0.5439364910125732, 0.22552931308746338]","[0.8538016080856323, 0.5561370849609375, 0.05268510803580284]","[0.8145552277565002, 0.6281205415725708, 0.37873658537864685]","[0.8438467383384705, 0.6717042922973633, 0.20211859047412872]","[0.798507571220398, 0.6406363844871521, 0.3938237428665161]","[0.8362591862678528, 0.6948911547660828, 0.2167067527770996]","[0.8273548483848572, 0.6366424560546875, 0.38152015209198]","[0.876984179019928, 0.6825620532035828, 0.17945919930934906]"
